X,Y,NAME,ST,POPULATION
-118.9173994,34.39966458,Fillmore,CA,15792
-118.244389,33.96770718,Florence-Graham,CA,66426
-121.4041905,38.48323035,Florin,CA,50419
-121.1476075,38.67505146,Folsom,CA,78880
-117.4318703,34.08779985,Fontana,CA,209552
-121.3474795,38.68675272,Foothill Farms,CA,35045
-124.1416843,40.58552885,Fortuna,CA,12193
-122.2667457,37.53748869,Foster City,CA,33286
-117.9513619,33.71050844,Fountain Valley,CA,58021
-121.9762183,37.55074474,Fremont,CA,231808
-117.1069797,33.59985258,French Valley,CA,31254
-119.793795,36.74243607,Fresno,CA,525594
-117.9279197,33.88406318,Fullerton,CA,144390
-121.304138,38.25460788,Galt,CA,25450
-118.3072217,33.89432781,Gardena,CA,61064
-121.2296003,37.96367455,Garden Acres,CA,11055
-117.9601207,33.77870615,Garden Grove,CA,180079
-121.5842597,37.00466966,Gilroy,CA,56428
-118.2492677,34.14509427,Glendale,CA,200555
-117.8424675,34.13228175,Glendora,CA,51958
-86.43861283,36.97158068,Bowling Green,KY,64902
-119.8200448,34.43554367,Goleta,CA,31960
-117.3132352,34.03116922,Grand Terrace,CA,12414
-121.1714426,38.76002375,Granite Bay,CA,21238
-121.0549116,39.22365969,Grass Valley,CA,13024
-121.2450514,36.32321339,Greenfield,CA,17331
-120.6198988,35.1204495,Grover Beach,CA,13830
-117.9728204,33.99697638,Hacienda Heights,CA,55695
-122.4379857,37.46856894,Half Moon Bay,CA,12305
-119.6534717,36.32638532,Hanford,CA,56086
-118.0728463,33.83033595,Hawaiian Gardens,CA,14624
-118.3476716,33.91466147,Hawthorne,CA,88242
-122.081677,37.67344944,Hayward,CA,160099
-122.8642175,38.61639391,Healdsburg,CA,11992
-116.9655306,33.74988205,Hemet,CA,86226
-122.2735208,38.01412845,Hercules,CA,25589
-118.3963012,33.86527521,Hermosa Beach,CA,20188
-117.3143954,34.39735505,Hesperia,CA,94520
-117.1958074,34.12152779,Highland,CA,54999
-122.361215,37.55710596,Hillsborough,CA,11289
-121.3977925,36.84526353,Hollister,CA,37670
-117.5049668,33.87894079,Home Gardens,CA,12223
-118.0009378,33.69491027,Huntington Beach,CA,201229
-118.2166618,33.97997313,Huntington Park,CA,60288
-115.5800555,32.82924961,Imperial,CA,18056
-117.1181561,32.5738833,Imperial Beach,CA,27473
-116.2394259,33.73265512,Indio,CA,87478
-118.3442981,33.95645919,Inglewood,CA,112890
-117.8156611,33.69064485,Irvine,CA,253395
-119.8580948,34.41443467,Isla Vista,CA,25227
-120.0624069,36.72502122,Kerman,CA,14517
-121.1272836,36.21455022,King City,CA,13261
-119.548838,36.51923491,Kingsburg,CA,11728
-118.2001755,34.20968417,La Cañada Flintridge,CA,20890
-118.2352777,34.23215079,La Crescenta-Montrose,CA,20473
-117.6415006,33.54935592,Ladera Ranch,CA,24495
-122.1188757,37.89187406,Lafayette,CA,24650
-117.7613115,33.54516408,Laguna Beach,CA,24276
-117.6914838,33.58208719,Laguna Hills,CA,31811
-117.6878704,33.55416524,Laguna Niguel,CA,66566
-117.7297288,33.60988098,Laguna Woods,CA,17960
-117.951289,33.92786046,La Habra,CA,63719
-117.194526,34.25306797,Lake Arrowhead,CA,12897
-117.32643,33.67031957,Lake Elsinore,CA,62956
-117.7336462,33.63059391,Lake Forest,CA,83355
-117.3714551,33.64811126,Lakeland Village,CA,11645
-117.8338868,34.60965833,Lake Los Angeles,CA,12746
-116.9040091,32.85596869,Lakeside,CA,22064
-118.113311,33.84898642,Lakewood,CA,82704
-117.0203673,32.77038482,La Mesa,CA,61312
-118.0093069,33.90250171,La Mirada,CA,50350
-118.9158736,35.26512476,Lamont,CA,15394
-118.1510043,34.6973687,Lancaster,CA,168588
-118.0435875,33.84783059,La Palma,CA,16064
-117.0027039,32.71097524,La Presa,CA,35775
-117.9533628,34.03231165,La Puente,CA,41258
-116.2784857,33.65374002,La Quinta,CA,40152
-121.3543147,38.56838124,La Riviera,CA,11239
-122.5360895,37.93326112,Larkspur,CA,12588
-121.2998368,37.82725754,Lathrop,CA,22741
-117.7702646,34.12074228,La Verne,CA,32989
-118.3531309,33.88842138,Lawndale,CA,33823
-117.0344116,32.73307243,Lemon Grove,CA,27137
-121.4573409,38.51723893,Lemon Hill,CA,14570
-119.7982545,36.29595528,Lemoore,CA,25583
-84.72156913,39.02223601,Burlington,KY,17144
-84.50913071,39.08410562,Covington,KY,42752
-84.77494566,37.64095911,Danville,KY,17457
-85.87757678,37.70387259,Elizabethtown,KY,31314
-84.59981975,39.02847661,Erlanger,KY,19022
-84.6470219,38.9891763,Florence,KY,30704
-87.46588219,36.65547612,Fort Campbell North,KY,13997
-85.96361568,37.89123705,Fort Knox,KY,11571
-84.45179415,39.08013139,Fort Thomas,KY,16955
-84.8656305,38.1954136,Frankfort,KY,28843
-84.57893375,38.2005561,Georgetown,KY,33797
-85.92557645,37.00489383,Glasgow,KY,14801
-87.57842016,37.8403398,Henderson,KY,29158
-87.47899856,36.83892228,Hopkinsville,KY,33129
-84.5424549,38.93934475,Independence,KY,26873
-85.57010625,38.20538923,Jeffersontown,KY,27617
-84.919114,38.03281401,Lawrenceburg,KY,11378
-84.498175,38.04940919,Lexington,KY,318319
-85.6760065,38.13143418,Louisville,KY,372981
-85.58914135,38.26445384,Lyndon,KY,11939
-87.5033254,37.34107511,Madisonville,KY,19713
-88.64515875,36.7358895,Mayfield,KY,10182
-83.72268508,36.6127139,Middlesborough,KY,9930
-88.31940769,36.61783374,Murray,KY,19098
-84.4869132,39.08565107,Newport,KY,15909
-84.56981392,37.88507616,Nicholasville,KY,30007
-87.11780846,37.75566997,Owensboro,KY,60303
-88.59739442,37.08336849,Paducah,KY,25099
-85.93647302,37.82060027,Radcliff,KY,22996
-84.29494683,37.74605652,Richmond,KY,35218
-85.65322475,38.24499009,St. Matthews,KY,17867
-85.23047509,38.20629683,Shelbyville,KY,15359
-85.70247266,37.98576841,Shepherdsville,KY,13139
-85.8135835,38.19705904,Shively,KY,15503
-84.60946277,37.08332292,Somerset,KY,11080
-84.18995889,37.99941839,Winchester,KY,18251
-92.12682571,29.97510129,Abbeville,LA,12548
-92.44643044,31.31056814,Alexandria,LA,49462
-91.16496889,30.58565605,Baker,LA,13922
-91.90578127,32.7749579,Bastrop,LA,10635
-91.18434986,30.44105327,Baton Rouge,LA,230559
-90.632477,29.60410332,Bayou Blue,LA,13524
-90.76176575,29.61638273,Bayou Cane,LA,20240
-89.98684058,29.8504613,Belle Chasse,LA,13416
-89.86326183,30.78118969,Bogalusa,LA,11852
-93.73092272,32.52069193,Bossier City,LA,68637
-91.03689986,30.55927274,Central,LA,28723
-89.96511433,29.94501067,Chalmette,LA,19724
-92.19802294,32.53785822,Claiborne,LA,12349
-92.37520907,30.2176591,Crowley,LA,13278
-90.95933482,30.47436144,Denham Springs,LA,10710
-93.29313446,30.84668675,DeRidder,LA,10810
-90.3828655,29.96177125,Destrehan,LA,11839
-90.10057751,29.84376224,Estelle,LA,16523
-92.41909894,30.49037356,Eunice,LA,10076
-91.13496495,30.35845837,Gardere,LA,12293
-90.92344137,30.21313385,Gonzales,LA,10933
-90.05065237,29.90801886,Gretna,LA,17623
-90.45728889,30.50633206,Hammond,LA,20945
-90.08053702,29.90687279,Harvey,LA,21258
-90.69639468,29.58549275,Houma,LA,35052
-90.16517975,29.9616647,Jefferson,LA,11079
-90.25625124,30.00891643,Kenner,LA,66601
-92.03080253,30.21239331,Lafayette,LA,131191
-93.21276679,30.20252388,Lake Charles,LA,75448
-90.47576352,30.07305339,Laplace,LA,29297
-90.36496514,29.93139665,Luling,LA,12831
-90.0803945,30.36810097,Mandeville,LA,13067
-90.11404871,29.88400289,Marrero,LA,32898
-90.13196191,29.98415698,Metairie,LA,140137
-93.2783245,32.616033,Minden,LA,12982
-92.11666437,32.50800473,Monroe,LA,49237
-91.20338125,29.70676357,Morgan City,LA,12080
-93.20506787,30.30388653,Moss Bluff,LA,12311
-93.08601006,31.75934091,Natchitoches,LA,18765
-91.82005824,30.00483632,New Iberia,LA,30244
-90.07521242,29.95320293,New Orleans,LA,378952
-92.08498041,30.52717475,Opelousas,LA,15991
-92.429522,31.3254105,Pineville,LA,15459
-90.95715197,30.31507266,Prairieville,LA,32245
-90.636406,29.7321373,Raceland,LA,10505
-90.2186625,29.96105516,River Ridge,LA,13516
-92.63636004,32.53285671,Ruston,LA,22281
-91.00204816,30.40192165,Shenandoah,LA,18975
-93.7496355,32.51086601,Shreveport,LA,199308
-89.78246398,30.28874451,Slidell,LA,28935
-93.3555907,30.23036813,Sulphur,LA,20602
-90.02946476,29.90232594,Terrytown,LA,24207
-90.81641284,29.79428958,Thibodaux,LA,15063
-90.03021784,29.87810739,Timberlane,LA,10237
-92.15151116,32.51192514,West Monroe,LA,13772
-90.07556548,29.84956561,Woodmere,LA,11749
-91.15172093,30.64840379,Zachary,LA,16575
-70.2492825,44.08516042,Auburn,ME,23462
-69.77665864,44.3163238,Augusta,ME,18386
-68.77234197,44.80390034,Bangor,ME,33065
-70.4571259,43.46869688,Biddeford,ME,22001
-69.9860215,43.89720475,Brunswick,ME,15685
-70.21639159,44.09901111,Lewiston,ME,37028
-70.25730401,43.65770651,Portland,ME,68873
-70.44311042,43.49950164,Saco,ME,19281
-70.25229985,43.63332336,South Portland,ME,25929
-69.633464,44.55258208,Waterville,ME,15623
-70.35383389,43.69540259,Westbrook,ME,19147
-76.17302455,39.51457668,Aberdeen,MD,16239
-77.00053362,38.67346202,Accokeek,MD,12755
-76.960778,38.98992573,Adelphi,MD,16683
-76.505955,38.95787359,Annapolis,MD,40233
-76.4914245,38.93743032,Annapolis Neck,MD,11443
-76.69216267,39.24281073,Arbutus,MD,20875
-76.49740681,39.04232295,Arnold,MD,24456
-77.1025765,39.0913851,Aspen Hill,MD,50855
-77.42058258,39.38074506,Ballenger Creek,MD,20377
-76.60750629,39.29017215,Baltimore,MD,620488
-76.34600691,39.53473126,Bel Air,MD,10359
-76.37324279,39.55434881,Bel Air North,MD,31971
-76.31973737,39.50505292,Bel Air South,MD,49667
-76.9210933,39.03953744,Beltsville,MD,17539
-77.11876442,38.98659493,Bethesda,MD,65571
-76.74208652,38.95747515,Bowie,MD,57206
-76.7548593,38.86174305,Brock Hall,MD,12834
-76.61741783,39.21698493,Brooklyn Park,MD,15031
-76.49530869,38.29508247,California,MD,13405
-76.948957,39.06274754,Calverton,MD,18921
-76.07908567,38.55158155,Cambridge,MD,12710
-76.91977369,38.80526279,Camp Springs,MD,20454
-76.52368973,39.40502072,Carney,MD,31461
-76.74240851,39.26460576,Catonsville,MD,43168
-76.41458449,38.35738871,Chesapeake Ranch Estates,MD,10430
-76.97870423,38.96679939,Chillum,MD,35491
-77.26170831,39.23136817,Clarksburg,MD,23220
-76.90636186,38.74988547,Clinton,MD,38320
-77.0188845,39.10706875,Cloverly,MD,15688
-76.62995276,39.47930746,Cockeysville,MD,21814
-77.00093669,39.07294105,Colesville,MD,15331
-76.937249,38.98466332,College Park,MD,32418
-76.85901138,39.20045332,Columbia,MD,105673
-76.6800106,39.01444129,Crofton,MD,28553
-78.7870475,39.65160782,Cumberland,MD,20321
-77.20058212,39.2737002,Damascus,MD,16113
-76.508958,39.26767043,Dundalk,MD,65234
-76.07224641,38.77834953,Easton,MD,16573
-76.9112825,38.96162917,East Riverdale,MD,16469
-76.29694983,39.42101454,Edgewood,MD,26179
-76.9462895,39.40465244,Eldersburg,MD,31899
-76.74270112,39.19415788,Elkridge,MD,19401
-75.8368425,39.58696528,Elkton,MD,16081
-76.80088004,39.26876049,Ellicott City,MD,75585
-76.47497238,39.30894636,Essex,MD,40777
-76.9524565,39.08963824,Fairland,MD,24952
-76.63303001,39.18697836,Ferndale,MD,17315
-76.87077607,38.85171632,Forestville,MD,12528
-76.98718153,38.72658391,Fort Washington,MD,24300
-77.4186725,39.4262959,Frederick,MD,71867
-77.19560529,39.13684001,Gaithersburg,MD,68799
-77.26433937,39.17552672,Germantown,MD,91821
-76.9834542,38.81811867,Glassmanor,MD,18161
-76.625179,39.14411414,Glen Burnie,MD,71831
-77.04652486,39.06976866,Glenmont,MD,15682
-76.80393949,38.98329264,Glenn Dale,MD,13933
-76.88851773,38.99530204,Greenbelt,MD,24639
-77.72164474,39.64011119,Hagerstown,MD,41398
-77.76998956,39.61627643,Halfway,MD,10873
-76.09621632,39.54941502,Havre de Grace,MD,14628
-76.96421373,38.83733075,Hillcrest Heights,MD,16839
-76.95480158,38.96113187,Hyattsville,MD,19356
-76.76848546,39.21871141,Ilchester,MD,26279
-76.3561949,39.45455602,Joppatowne,MD,13351
-77.02143003,39.04119913,Kemp Mill,MD,13219
-76.78899379,38.88883507,Kettering,MD,14016
-76.49077574,39.10927017,Lake Shore,MD,20213
-76.88742367,38.92412621,Landover,MD,23409
-76.98077493,38.98969077,Langley Park,MD,20002
-76.84209211,38.96208001,Lanham,MD,10550
-76.82889686,38.87994697,Largo,MD,11009
-76.86301393,39.0954672,Laurel,MD,27800
-76.45695525,38.25479668,Lexington Park,MD,12638
-76.66259909,39.20882586,Linthicum,MD,10741
-76.73068085,39.34606912,Lochearn,MD,25944
-76.805032,39.10731473,Maryland City,MD,17421
-76.65155602,39.43433076,Mays Chapel,MD,11989
-76.43285889,39.33579927,Middle River,MD,25704
-76.7668267,39.34435894,Milford Mill,MD,30177
-76.81454095,38.93580453,Mitchellville,MD,11057
-77.2056295,39.17467589,Montgomery Village,MD,33783
-76.87691048,38.96623515,New Carrollton,MD,12746
-77.11914697,39.03931836,North Bethesda,MD,48455
-77.23734275,39.09555214,North Potomac,MD,25611
-75.1547455,38.36780661,Ocean Pines,MD,11051
-76.69380983,39.0661309,Odenton,MD,41568
-77.07147351,39.14659118,Olney,MD,36854
-76.51758688,39.36418081,Overlea,MD,12669
-76.79129491,39.41155253,Owings Mills,MD,33528
-76.97331038,38.78871962,Oxon Hill,MD,18599
-76.55189417,39.38320486,Parkville,MD,31491
-76.55343911,38.98095369,Parole,MD,17127
-76.558012,39.12899489,Pasadena,MD,28983
-76.47812746,39.40678298,Perry Hall,MD,29536
-76.70201078,39.38928158,Pikesville,MD,33536
-77.1943618,39.01407311,Potomac,MD,47203
-76.80240724,39.37228218,Randallstown,MD,34310
-77.14652198,39.13346341,Redland,MD,18347
-76.81442033,39.4551571,Reisterstown,MD,26420
-76.51593378,39.15791521,Riviera Beach,MD,13188
-77.154015,39.07868681,Rockville,MD,66072
-76.82661301,38.76720485,Rosaryville,MD,11433
-76.50880694,39.32710785,Rosedale,MD,19690
-76.4726815,39.35226017,Rossville,MD,15888
-75.58593958,38.3733272,Salisbury,MD,31937
-76.84986673,38.98018063,Seabrook,MD,18079
-76.69399526,39.13562841,Severn,MD,51679
-76.57136467,39.09053077,Severna Park,MD,39987
-77.02057545,39.00285991,Silver Spring,MD,77804
-76.84563182,39.06010584,South Laurel,MD,27957
-76.92246469,38.84920859,Suitland,MD,26563
-76.86779898,38.90418493,Summerfield,MD,12524
-77.00274223,38.98105395,Takoma Park,MD,17767
-76.61904398,39.39439055,Towson,MD,58501
-77.24581803,39.05707933,Travilah,MD,12826
-77.343294,39.32696743,Urbana,MD,12207
-76.91942351,38.60851227,Waldorf,MD,75938
-76.8862556,38.87532819,Walker Mill,MD,12674
-76.99429439,39.57219266,Westminster,MD,19098
-77.044874,39.04023778,Wheaton,MD,52561
-76.986797,39.0458835,White Oak,MD,17904
-76.7489142,39.30542221,Woodlawn,MD,38641
-70.95899979,42.1180544,Abington,MA,16727
-72.65259154,42.06572939,Agawam Town,MA,29432
-70.94500293,42.85391933,Amesbury Town,MA,17149
-72.51884908,42.37569003,Amherst Center,MA,20349
-71.16387575,42.41865504,Arlington,MA,45105
-71.29498045,41.93107095,Attleboro,MA,45435
-70.3606072,41.6729501,Barnstable Town,MA,46697
-71.17950848,42.39599458,Belmont,MA,26188
-70.86206392,42.56874667,Beverly,MA,41791
-71.05671289,42.35959328,Boston,MA,661977
-71.00258052,42.20356934,Braintree Town,MA,37739
-71.02416648,42.08207093,Brockton,MA,98016
-71.14080116,42.32426869,Brookline,MA,61483
-71.20267893,42.50217245,Burlington,MA,25568
-71.10568614,42.36836893,Cambridge,MA,114866
-71.03265693,42.39644687,Chelsea,MA,38702
-72.60577669,42.14548195,Chicopee,MA,56297
-70.95062563,42.57498952,Danvers,MA,28184
-71.17777013,42.24669765,Dedham,MA,25976
-72.67205418,42.26512853,Easthampton Town,MA,16177
-71.05359994,42.40734082,Everett,MA,44300
-71.14281298,41.69737477,Fall River,MA,90492
-71.81560835,42.59124003,Fitchburg,MA,42233
-71.41398674,42.28182431,Framingham,MA,72343
-71.41129324,42.08622404,Franklin Town,MA,33972
-71.98678853,42.58453061,Gardner,MA,20677
-70.66809493,42.61409027,Gloucester,MA,29905
-72.59856382,42.61400776,Greenfield Town,MA,17407
-71.090524,42.77450659,Haverhill,MA,64912
-71.00570501,42.14704173,Holbrook,MA,11041
-72.60715018,42.20649716,Holyoke,MA,40262
-71.5644937,42.39183026,Hudson,MA,16102
-70.87374553,42.28347726,Hull,MA,10530
-71.16268571,42.70027921,Lawrence,MA,80634
-71.7716793,42.52087574,Leominster,MA,42017
-71.23070735,42.44564056,Lexington,MA,33104
-72.57187484,42.04752601,Longmeadow,MA,15800
-71.32171466,42.63887326,Lowell,MA,111666
-70.96625788,42.47837357,Lynn,MA,94323
-71.0531705,42.54813313,Lynnfield,MA,12447
-71.05759567,42.43051508,Malden,MA,63555
-70.86411785,42.49886862,Marblehead,MA,20741
-71.54680388,42.34939364,Marlborough,MA,40232
-71.10913275,42.42382606,Medford,MA,59262
-71.05902414,42.45560572,Melrose,MA,28752
-71.220279,42.72262563,Methuen Town,MA,50800
-71.51673078,42.14771515,Milford,MA,25733
-71.08461031,42.24093942,Milton,MA,27927
-71.24101885,42.28141879,Needham,MA,30443
-70.93083226,41.63674376,New Bedford,MA,98814
-70.9013471,42.81244308,Newburyport,MA,18461
-71.20844772,42.33166626,Newton,MA,89092
-73.11659953,42.68441365,North Adams,MA,13059
-72.63033175,42.31753479,Northampton,MA,29983
-71.19488204,42.18606559,Norwood,MA,29750
-72.31106237,42.18876541,Palmer Town,MA,12484
-70.93192618,42.5275469,Peabody,MA,53984
-73.26051349,42.45170877,Pittsfield,MA,43450
-71.02110986,42.24948805,Quincy,MA,96136
-71.05396555,42.17785231,Randolph,MA,32832
-71.10557678,42.5350159,Reading,MA,26234
-71.01479225,42.41713418,Revere,MA,55595
-70.90713658,42.51067842,Salem,MA,44280
-71.0337395,42.4792604,Saugus,MA,27538
-71.14591294,41.74687332,Somerset,MA,18285
-71.103621,42.38598442,Somerville,MA,80043
-72.03379019,42.06038277,Southbridge Town,MA,17047
-70.20098176,41.66957514,South Yarmouth,MA,10938
-72.58435314,42.10157481,Springfield,MA,156409
-71.09717753,42.47409022,Stoneham,MA,22859
-70.90673317,42.47585892,Swampscott,MA,14286
-71.09429755,41.90358139,Taunton,MA,57743
-71.06569477,42.50347758,Wakefield,MA,26884
-71.24232748,42.388924,Waltham,MA,63688
-71.17744206,42.37000201,Watertown Town,MA,34450
-71.87483854,42.04462369,Webster,MA,11679
-71.28542158,42.30433203,Wellesley,MA,29247
-72.75610259,42.1381858,Westfield,MA,42971
-72.65024117,42.12534021,West Springfield Town,MA,28909
-70.94752473,42.19398512,Weymouth Town,MA,55501
-71.1654267,42.5609367,Wilmington,MA,23782
-71.14632502,42.45177152,Winchester,MA,22479
-70.98012,42.38120576,Winthrop Town,MA,18298
-71.15427711,42.48688216,Woburn,MA,40769
-71.80793285,42.27052696,Worcester,MA,187887
-84.04463403,41.89937627,Adrian,MI,21475
-85.95093448,42.98506001,Allendale,MI,19709
-83.21064597,42.25967018,Allen Park,MI,27587
-83.43830307,45.07453436,Alpena,MI,10451
-83.73080511,42.27598053,Ann Arbor,MI,121651
-83.2391495,42.6644457,Auburn Hills,MI,22672
-85.19356835,42.31406815,Battle Creek,MI,51733
-83.88112784,43.58332425,Bay City,MI,34170
-83.18535788,42.49860033,Berkley,MI,15184
-83.25714525,42.51984934,Beverly Hills,MI,10681
-85.48021669,43.69922257,Big Rapids,MI,10614
-83.2179565,42.54264808,Birmingham,MI,21294
-83.63207278,42.96872819,Burton,MI,29637
-85.41585188,44.2493978,Cadillac,MI,10547
-83.15660375,42.53722462,Clawson,MI,12245
-85.00395134,41.94046924,Coldwater,MI,10828
-85.67597555,43.03032842,Comstock Park,MI,10892
-85.67392456,42.84058827,Cutlerville,MI,15507
-83.17381251,42.32076947,Dearborn,MI,99387
-83.27536342,42.32995844,Dearborn Heights,MI,56601
-83.06556897,42.33199381,Detroit,MI,656087
-85.60880671,42.9463771,East Grand Rapids,MI,11128
-84.4774985,42.73515631,East Lansing,MI,50598
-82.94603445,42.46567965,Eastpointe,MI,33694
-87.09207243,45.74948493,Escanaba,MI,12365
-83.37836957,42.46137295,Farmington,MI,10674
-83.37712181,42.48599499,Farmington Hills,MI,82569
-83.71433082,42.79933068,Fenton,MI,11713
-83.1313511,42.45922895,Ferndale,MI,20161
-83.6920547,43.02361892,Flint,MI,91903
-85.48947923,42.95765078,Forest Hills,MI,28153
-82.94964243,42.53878132,Fraser,MI,14832
-83.34122331,42.32438608,Garden City,MI,26843
-86.217546,43.05682977,Grand Haven,MI,11073
-85.660089,42.96917509,Grand Rapids,MI,201631
-85.75643111,42.90024815,Grandville,MI,15860
-82.92870204,42.3793289,Grosse Pointe Park,MI,11559
-82.89889597,42.43659703,Grosse Pointe Woods,MI,15819
-83.05594361,42.39538587,Hamtramck,MI,23102
-82.92938728,42.43898637,Harper Woods,MI,14381
-84.40187023,42.75246522,Haslett,MI,19712
-83.09768422,42.46192905,Hazel Park,MI,17265
-83.09764436,42.40522657,Highland Park,MI,10777
-86.09700375,42.76668724,Holland,MI,34386
-84.5433075,42.63811283,Holt,MI,24650
-83.31480209,42.29349025,Inkster,MI,24713
-85.067639,42.98184459,Ionia,MI,11540
-84.396201,42.24745998,Jackson,MI,33268
-85.79074553,42.90594486,Jenison,MI,17008
-85.58814954,42.27490743,Kalamazoo,MI,77325
-85.5747185,42.88353326,Kentwood,MI,52711
-84.5567143,42.71668501,Lansing,MI,115446
-83.18106322,42.2433424,Lincoln Park,MI,37435
-83.37329286,42.39715948,Livonia,MI,95173
-83.10335503,42.50728278,Madison Heights,MI,30349
-87.40936855,46.53960401,Marquette,MI,21584
-83.17817975,42.27990232,Melvindale,MI,10700
-84.2321319,43.62362235,Midland,MI,42589
-83.38960448,41.92327518,Monroe,MI,20414
-82.88219724,42.6005892,Mount Clemens,MI,16700
-84.7757616,43.5965602,Mount Pleasant,MI,26681
-86.24586648,43.2244034,Muskegon,MI,39606
-86.24207702,43.20237021,Muskegon Heights,MI,10657
-82.73982299,42.69052608,New Baltimore,MI,12930
-86.24717732,41.83467805,Niles,MI,11462
-85.60157384,43.04268573,Northview,MI,15330
-86.25183,43.14780433,Norton Shores,MI,24526
-83.48925483,42.47851888,Novi,MI,59148
-83.18234208,42.46499371,Oak Park,MI,30474
-84.41333396,42.70580586,Okemos,MI,23288
-84.17567496,42.99560606,Owosso,MI,14497
-83.28780088,42.64931465,Pontiac,MI,61202
-85.59071443,42.19997298,Portage,MI,47912
-82.44250283,42.96375629,Port Huron,MI,29508
-83.20214611,42.17010647,Riverview,MI,12173
-83.1196612,42.68672175,Rochester,MI,13273
-83.18319725,42.66602633,Rochester Hills,MI,73947
-83.36598686,42.22370705,Romulus,MI,23856
-82.93694613,42.50739425,Roseville,MI,49290
-83.15386756,42.50839197,Royal Oak,MI,59062
-83.97176675,43.41436696,Saginaw,MI,48914
-82.89635314,42.49276987,St. Clair Shores,MI,60740
-84.36921234,46.47702358,Sault Ste. Marie,MI,13628
-83.25873965,42.47734498,Southfield,MI,74661
-83.20576467,42.20470192,Southgate,MI,29532
-83.65266434,42.46129777,South Lyon,MI,12244
-83.03036792,42.58097812,Sterling Heights,MI,134109
-85.4183424,41.80126152,Sturgis,MI,10944
-80.26896375,26.04750139,Cooper City,FL,32971
-80.26080749,25.74936701,Coral Gables,FL,49847
-80.25887757,26.27040578,Coral Springs,FL,128329
-80.31245125,25.7479805,Coral Terrace,FL,24928
-80.31020269,25.94072424,Country Club,FL,50101
-80.43527035,25.63305285,Country Walk,FL,17191
-86.57832594,30.74787377,Crestview,FL,24111
-80.36614341,25.57787736,Cutler Bay,FL,44276
-81.89996748,26.53913058,Cypress Lake,FL,13026
-80.14154399,26.04723753,Dania Beach,FL,32327
-80.23574816,26.06615099,Davie,FL,100860
-81.03715762,29.20344368,Daytona Beach,FL,65151
-81.32397625,28.88148625,DeBary,FL,20384
-80.09914811,26.31848224,Deerfield Beach,FL,78647
-81.28899692,29.02571807,DeLand,FL,31918
-80.0790927,26.453546,Delray Beach,FL,65526
-81.21333615,28.9050451,Deltona,FL,90245
-86.46847479,30.39459005,Destin,FL,13401
-81.49106285,28.44729887,Doctor Phillips,FL,12011
-80.3541295,25.80745373,Doral,FL,57189
-82.78039965,28.00862924,Dunedin,FL,37063
-82.68356375,28.11704551,East Lake,FL,32338
-82.36530136,27.99729302,East Lake-Orient Park,FL,25565
-86.96248176,30.61814859,East Milton,FL,13999
-80.90437919,28.9909811,Edgewater,FL,21465
-82.50616882,28.01768907,Egypt Lake-Leto,FL,36333
-82.72300199,28.21399052,Elfers,FL,14126
-82.3547625,26.96773431,Englewood,FL,16285
-87.2734918,30.52607091,Ensley,FL,22268
-81.80145696,26.42239801,Estero,FL,27484
-81.67723289,28.85445897,Eustis,FL,20330
-81.39527314,28.60269862,Fairview Shores,FL,11333
-81.46153259,30.66709381,Fernandina Beach,FL,12171
-87.20731874,30.52194874,Ferry Pass,FL,30546
-82.21640423,27.85111976,Fish Hawk,FL,20930
-81.71529336,30.09544311,Fleming Island,FL,29045
-80.46850749,25.44179413,Florida City,FL,13040
-80.38928117,27.58026106,Florida Ridge,FL,19622
-81.44433505,28.66189748,Forest City,FL,14821
-80.15015992,26.1350369,Fort Lauderdale,FL,179459
-81.86487298,26.63811736,Fort Myers,FL,78645
-80.32696011,27.44846113,Fort Pierce,FL,44980
-86.62371266,30.41627467,Fort Walton Beach,FL,21199
-80.34554511,25.77216635,Fountainebleau,FL,56619
-81.64771415,28.33281619,Four Corners,FL,33279
-81.63284803,30.10834388,Fruit Cove,FL,31993
-82.46155032,27.33276759,Fruitville,FL,14133
-82.31987684,29.65128846,Gainesville,FL,129032
-82.3752439,27.82302338,Gibsonton,FL,16587
-80.40027125,27.67582145,Gifford,FL,10467
-80.23687039,25.83950192,Gladeview,FL,13667
-80.31554723,25.70906255,Glenvar Heights,FL,17153
-81.70307971,26.18439304,Golden Gate,FL,26375
-80.20119892,25.91269792,Golden Glades,FL,34151
-81.29906748,28.61499675,Goldenrod,FL,13592
-87.2905944,30.58222098,Gonzalez,FL,14434
-80.38810485,25.56141122,Goulds,FL,10252
-80.13726795,26.62743459,Greenacres,FL,40711
-82.50657576,27.25874056,Gulf Gate Estates,FL,11359
-82.71027716,27.75023878,Gulfport,FL,12510
-81.61335422,28.10502215,Haines City,FL,23757
-80.14678839,25.98560073,Hallandale Beach,FL,39625
-80.28316975,25.85292609,Hialeah,FL,234049
-80.33714414,25.86882268,Hialeah Gardens,FL,23450
-81.87794647,27.96313932,Highland City,FL,11243
-80.1432456,27.07328734,Hobe Sound,FL,13308
-82.74295348,28.18645798,Holiday,FL,24429
-81.0483829,29.24369777,Holly Hill,FL,12479
-80.18325639,26.01786428,Hollywood,FL,149658
-80.44727429,25.46640421,Homestead,FL,69559
-82.55610475,28.82116765,Homosassa Springs,FL,13773
-81.627379,28.43167879,Horizon West,FL,30021
-82.690685,28.36205868,Hudson,FL,12749
